0	 Generic	DMPL	584.2000122	0	0	DMPL	DMPL_2	0	0,0,0	0,0,0	0,0,0	0	0
0	 Generic	HPGL	584.2000122	0	0	HPGL	HPGL_2	0	0,0,0	0,0,0	0,0,0	0	0
