SK375	seiki_manual2_base	SK	375	285	208
SK720	seiki_manual2_base	SK	720	630	208
SK870	seiki_manual2_base	SK	870	780	208
SK1350	seiki_manual2_base	SK	1350	1260	208

SK-M375	seiki_arms2_base	SK	M375	285	96
SK-M720	seiki_arms2_base	SK	M720	630	96
SK-M870	seiki_arms2_base	SK	M870	780	96
SK-M1350	seiki_arms2_base	SK	M1350	1260	96
Signkey SK720	sk_base	Signkey	SK720	620	1104
Signkey SK850	sk_base	Signkey	SK850	750	1104
Signkey SK1100	sk_base	Signkey	SK1100	1000	1104
Signkey SK1350	sk_base	Signkey	SK1350	1250	1104
Signkey SK1600	sk_base	Signkey	SK1600	1500	1104

Signkey SK720H	sk_base	Signkey	SK720H	620	1104
Signkey SK850H	sk_base	Signkey	SK850H	750	1104
Signkey SK1100H	sk_base	Signkey	SK1100H	1000	1104
Signkey SK1350H	sk_base	Signkey	SK1350H	1250	1104
Signkey SK1600H	sk_base	Signkey	SK1600H	1500	1104

Signkey SK-G720H	skg_base	Signkey	SK-G720H	620	96
Signkey SK-G850H	skg_base	Signkey	SK-G850H	750	96
Signkey SK-G1100H	skg_base	Signkey	SK-G1100H	1000	96
Signkey SK-G1350H	skg_base	Signkey	SK-G1350H	1250	96
Signkey SK-G1600H	skg_base	Signkey	SK-G1600H	1500	96
SKYCUT C12	SkyCut_JKMM_base	SKYCUT	C12	310	119
SKYCUT C16	SkyCut_JKMM_base	SKYCUT	C16	410	119
SKYCUT C24	SkyCut_JKMM_base	SKYCUT	C24	630	119
SKYCUT V24	SkyCut_JKMM_base	SKYCUT	V24	630	119
SKYCUT V30 	SkyCut_JKMM_base	SKYCUT	V30	780	119
SKYCUT V48	SkyCut_JKMM_base	SKYCUT	V48	1250	119
SKYCUT V60	SkyCut_JKMM_base	SKYCUT	V60	1530	119
SKYCUT D16	SkyCut_JKMM_base	SKYCUT	D16	410	119
SKYCUT D24	SkyCut_JKMM_base	SKYCUT	D24	630	119
SKYCUT D30	SkyCut_JKMM_base	SKYCUT	D30	780	119
SKYCUT D48	SkyCut_JKMM_base	SKYCUT	D48	1250	119
SKYCUT D60	SkyCut_JKMM_base	SKYCUT	D60	1530	119


SKYCUT C12	SkyCut_JKMM_base	SKYCUT	C12	310	119
SKYCUT C16	SkyCut_JKMM_base	SKYCUT	C16	410	119
SKYCUT C24	SkyCut_JKMM_base	SKYCUT	C24	630	119
SKYCUT V24	SkyCut_JKMM_base	SKYCUT	V24	630	119
SKYCUT V30 	SkyCut_JKMM_base	SKYCUT	V30	780	119
SKYCUT V48	SkyCut_JKMM_base	SKYCUT	V48	1250	119
SKYCUT V60	SkyCut_JKMM_base	SKYCUT	V60	1530	119
SKYCUT D16	SkyCut_JKMM_base	SKYCUT	D16	410	119
SKYCUT D24	SkyCut_JKMM_base	SKYCUT	D24	630	119
SKYCUT D30	SkyCut_JKMM_base	SKYCUT	D30	780	119
